Vardas         Pavarde        Galutinis (vid.)
vardas4089     pavarde4089     3.72
vardas4093     pavarde4093     4.56
vardas4096     pavarde4096     3.84
vardas4097     pavarde4097     4.24
vardas4098     pavarde4098     3.32
vardas4099     pavarde4099      2.6
vardas4103     pavarde4103     4.76
vardas4104     pavarde4104     3.68
vardas4107     pavarde4107     3.88
vardas4108     pavarde4108     4.56
vardas4109     pavarde4109        4
vardas4110     pavarde4110     4.28
vardas4112     pavarde4112     4.16
vardas4113     pavarde4113     4.32
vardas4114     pavarde4114     4.92
vardas4115     pavarde4115      3.2
vardas4120     pavarde4120     4.44
vardas4121     pavarde4121      3.6
vardas4122     pavarde4122     4.16
vardas4124     pavarde4124     4.92
vardas4129     pavarde4129     3.24
vardas4130     pavarde4130      4.8
vardas4132     pavarde4132     3.12
vardas4133     pavarde4133     3.28
vardas4134     pavarde4134     2.04
vardas4137     pavarde4137     4.16
vardas4143     pavarde4143        3
vardas4144     pavarde4144     3.36
vardas4147     pavarde4147     2.48
vardas4154     pavarde4154     3.24
vardas4157     pavarde4157     3.36
vardas4158     pavarde4158     3.64
vardas4160     pavarde4160     4.44
vardas4163     pavarde4163     4.32
vardas4164     pavarde4164     4.96
vardas4165     pavarde4165     4.04
vardas4169     pavarde4169      2.6
vardas4170     pavarde4170     2.92
vardas4172     pavarde4172     3.48
vardas4173     pavarde4173     4.76
vardas4174     pavarde4174      2.8
vardas4175     pavarde4175     3.48
vardas4177     pavarde4177     4.36
vardas4178     pavarde4178     4.16
vardas4181     pavarde4181     4.28
vardas4183     pavarde4183     3.04
vardas4185     pavarde4185     4.96
vardas4187     pavarde4187        4
vardas4188     pavarde4188     4.64
vardas4189     pavarde4189     2.76
vardas4191     pavarde4191     4.44
vardas4193     pavarde4193      3.4
vardas4199     pavarde4199        3
vardas4201     pavarde4201      4.8
vardas4202     pavarde4202      4.8
vardas4203     pavarde4203      4.2
vardas4204     pavarde4204      3.6
vardas4206     pavarde4206     3.88
vardas4207     pavarde4207     4.36
vardas4209     pavarde4209     1.96
vardas4210     pavarde4210     3.84
vardas4211     pavarde4211      2.8
vardas4212     pavarde4212      4.6
vardas4214     pavarde4214      2.8
vardas4215     pavarde4215     4.04
vardas4220     pavarde4220     3.44
vardas4221     pavarde4221     2.88
vardas4222     pavarde4222     4.12
vardas4224     pavarde4224     4.88
vardas4225     pavarde4225     4.72
vardas4226     pavarde4226     2.68
vardas4228     pavarde4228     4.04
vardas4230     pavarde4230     4.28
vardas4232     pavarde4232     4.72
vardas4241     pavarde4241     4.24
vardas4243     pavarde4243     4.32
vardas4245     pavarde4245     4.12
vardas4246     pavarde4246     3.56
vardas4247     pavarde4247     2.92
vardas4249     pavarde4249     2.76
vardas4254     pavarde4254     3.56
vardas4255     pavarde4255     4.04
vardas4258     pavarde4258     3.88
vardas4262     pavarde4262     2.36
vardas4268     pavarde4268     4.96
vardas4270     pavarde4270     3.68
vardas4272     pavarde4272     2.04
vardas4275     pavarde4275     2.84
vardas4276     pavarde4276     2.84
vardas4277     pavarde4277     4.32
vardas4278     pavarde4278     4.48
vardas4280     pavarde4280     3.52
vardas4283     pavarde4283     3.16
vardas4284     pavarde4284      3.8
vardas4290     pavarde4290      3.6
vardas4293     pavarde4293     3.96
vardas4294     pavarde4294      2.2
vardas4295     pavarde4295     4.56
vardas4300     pavarde4300      4.4
vardas4301     pavarde4301     3.64
vardas4302     pavarde4302     4.84
vardas4303     pavarde4303     4.12
vardas4305     pavarde4305     3.92
vardas4308     pavarde4308     4.28
vardas4309     pavarde4309     4.88
vardas4311     pavarde4311     3.52
vardas4314     pavarde4314     2.44
vardas4317     pavarde4317     4.88
vardas4321     pavarde4321     3.68
vardas4322     pavarde4322      4.2
vardas4328     pavarde4328      4.6
vardas4330     pavarde4330     2.04
vardas4331     pavarde4331     3.76
vardas4334     pavarde4334     2.28
vardas4340     pavarde4340     4.96
vardas4341     pavarde4341     4.12
vardas4344     pavarde4344     3.68
vardas4345     pavarde4345     3.96
vardas4350     pavarde4350     3.04
vardas4351     pavarde4351     2.48
vardas4352     pavarde4352     3.92
vardas4354     pavarde4354     2.68
vardas4356     pavarde4356     4.32
vardas4357     pavarde4357      2.8
vardas4358     pavarde4358     4.64
vardas4361     pavarde4361     3.92
vardas4364     pavarde4364     2.88
vardas4365     pavarde4365     3.64
vardas4366     pavarde4366     2.44
vardas4367     pavarde4367     4.88
vardas4371     pavarde4371     4.16
vardas4375     pavarde4375     3.88
vardas4377     pavarde4377     4.52
vardas4385     pavarde4385     3.08
vardas4387     pavarde4387     4.92
vardas4388     pavarde4388     3.76
vardas4389     pavarde4389     1.96
vardas4390     pavarde4390      3.4
vardas4391     pavarde4391     3.16
vardas4392     pavarde4392     3.76
vardas4397     pavarde4397     3.48
vardas4399     pavarde4399     4.68
vardas4400     pavarde4400     2.68
vardas4401     pavarde4401     3.12
vardas4403     pavarde4403        4
vardas4404     pavarde4404     4.72
vardas4405     pavarde4405     3.04
vardas4407     pavarde4407     4.24
vardas4408     pavarde4408     3.32
vardas4409     pavarde4409     2.88
vardas4413     pavarde4413      2.4
vardas4414     pavarde4414     3.44
vardas4415     pavarde4415     3.36
vardas4426     pavarde4426      3.2
vardas4427     pavarde4427     3.84
vardas4429     pavarde4429     4.52
vardas4435     pavarde4435     4.08
vardas4438     pavarde4438     3.24
vardas4440     pavarde4440     3.68
vardas4441     pavarde4441     3.24
vardas4442     pavarde4442     3.68
vardas4450     pavarde4450      3.8
vardas4451     pavarde4451     2.76
vardas4452     pavarde4452     3.28
vardas4454     pavarde4454     3.48
vardas4462     pavarde4462     3.68
vardas4463     pavarde4463      3.4
vardas4466     pavarde4466     4.04
vardas4473     pavarde4473     2.68
vardas4476     pavarde4476     3.28
vardas4477     pavarde4477     2.36
vardas4484     pavarde4484     2.28
vardas4485     pavarde4485     4.24
vardas4486     pavarde4486     4.84
vardas4490     pavarde4490     4.92
vardas4493     pavarde4493      4.6
vardas4496     pavarde4496     3.72
vardas4498     pavarde4498     4.64
vardas4499     pavarde4499     4.56
vardas4500     pavarde4500     3.44
vardas4501     pavarde4501     4.96
vardas4505     pavarde4505     2.96
vardas4506     pavarde4506     3.76
vardas4507     pavarde4507     4.72
vardas4508     pavarde4508     3.36
vardas4509     pavarde4509      3.4
vardas4510     pavarde4510     4.68
vardas4511     pavarde4511     3.92
vardas4512     pavarde4512      3.6
vardas4515     pavarde4515     4.96
vardas4516     pavarde4516     4.56
vardas4518     pavarde4518     3.56
vardas4520     pavarde4520     4.28
vardas4522     pavarde4522     4.72
vardas4528     pavarde4528     4.96
vardas4529     pavarde4529      2.6
vardas4534     pavarde4534     4.84
vardas4538     pavarde4538     4.64
vardas4543     pavarde4543     4.52
vardas4547     pavarde4547     4.12
vardas4550     pavarde4550     3.08
vardas4551     pavarde4551     3.08
vardas4553     pavarde4553     3.76
vardas4554     pavarde4554     4.96
vardas4556     pavarde4556     3.64
vardas4557     pavarde4557      4.8
vardas4561     pavarde4561      4.2
vardas4564     pavarde4564     3.44
vardas4566     pavarde4566     3.56
vardas4570     pavarde4570     2.76
vardas4572     pavarde4572     4.76
vardas4573     pavarde4573     4.88
vardas4574     pavarde4574      2.8
vardas4575     pavarde4575      3.6
vardas4577     pavarde4577     4.24
vardas4578     pavarde4578      3.6
vardas4580     pavarde4580     3.84
vardas4585     pavarde4585      3.6
vardas4586     pavarde4586     4.52
vardas4588     pavarde4588     4.44
vardas4593     pavarde4593     2.36
vardas4594     pavarde4594     4.52
vardas4596     pavarde4596     4.36
vardas4597     pavarde4597     4.04
vardas4599     pavarde4599     2.76
vardas4600     pavarde4600     3.32
vardas4601     pavarde4601      4.8
vardas4604     pavarde4604      2.8
vardas4610     pavarde4610        3
vardas4611     pavarde4611      3.8
vardas4613     pavarde4613      3.4
vardas4616     pavarde4616     3.68
vardas4617     pavarde4617     1.72
vardas4621     pavarde4621     4.52
vardas4624     pavarde4624      4.6
vardas4626     pavarde4626     3.92
vardas4628     pavarde4628     3.68
vardas4629     pavarde4629     4.92
vardas4635     pavarde4635     4.48
vardas4636     pavarde4636     3.36
vardas4637     pavarde4637     4.56
vardas4640     pavarde4640     3.64
vardas4646     pavarde4646     2.68
vardas4648     pavarde4648     4.88
vardas4649     pavarde4649      3.4
vardas4651     pavarde4651     4.92
vardas4653     pavarde4653     4.32
vardas4661     pavarde4661     4.12
vardas4662     pavarde4662     4.96
vardas4663     pavarde4663      3.2
vardas4669     pavarde4669      4.4
vardas4671     pavarde4671     4.32
vardas4673     pavarde4673     2.48
vardas4675     pavarde4675     4.88
vardas4676     pavarde4676     3.68
vardas4677     pavarde4677     4.12
vardas4678     pavarde4678     4.08
vardas4680     pavarde4680     2.64
vardas4683     pavarde4683     4.32
vardas4685     pavarde4685      3.2
vardas4687     pavarde4687     2.44
vardas4690     pavarde4690     4.24
vardas4693     pavarde4693     3.12
vardas4695     pavarde4695     4.12
vardas4698     pavarde4698     2.36
vardas4704     pavarde4704     3.68
vardas4705     pavarde4705     4.68
vardas4706     pavarde4706     3.32
vardas4719     pavarde4719      2.2
vardas4723     pavarde4723     4.16
vardas4724     pavarde4724      1.8
vardas4725     pavarde4725     3.12
vardas4727     pavarde4727     3.92
vardas4730     pavarde4730     2.76
vardas4731     pavarde4731     3.88
vardas4732     pavarde4732     4.36
vardas4736     pavarde4736     4.56
vardas4739     pavarde4739        3
vardas4744     pavarde4744     3.92
vardas4748     pavarde4748     3.12
vardas4750     pavarde4750     4.04
vardas4751     pavarde4751     2.76
vardas4754     pavarde4754     3.16
vardas4760     pavarde4760     3.68
vardas4762     pavarde4762     2.52
vardas4768     pavarde4768     3.52
vardas4771     pavarde4771     4.52
vardas4773     pavarde4773     3.84
vardas4774     pavarde4774     1.88
vardas4780     pavarde4780     4.76
vardas4787     pavarde4787     2.44
vardas4794     pavarde4794     4.88
vardas4795     pavarde4795     2.96
vardas4798     pavarde4798     2.52
vardas4801     pavarde4801     3.52
vardas4805     pavarde4805     4.84
vardas4806     pavarde4806     4.68
vardas4808     pavarde4808     4.64
vardas4819     pavarde4819     4.48
vardas4823     pavarde4823     4.92
vardas4825     pavarde4825     4.88
vardas4828     pavarde4828     3.56
vardas4829     pavarde4829     4.04
vardas4830     pavarde4830        4
vardas4831     pavarde4831     2.36
vardas4832     pavarde4832     2.12
vardas4834     pavarde4834     3.68
vardas4837     pavarde4837     4.36
vardas4838     pavarde4838     4.72
vardas4839     pavarde4839     3.64
vardas4840     pavarde4840      3.8
vardas4841     pavarde4841     2.44
vardas4842     pavarde4842     4.48
vardas4843     pavarde4843     4.72
vardas4844     pavarde4844      2.6
vardas4848     pavarde4848     2.72
vardas4851     pavarde4851     4.12
vardas4852     pavarde4852      3.6
vardas4855     pavarde4855      2.6
vardas4858     pavarde4858     4.84
vardas4861     pavarde4861     4.84
vardas4865     pavarde4865     2.52
vardas4866     pavarde4866      2.2
vardas4867     pavarde4867     4.64
vardas4868     pavarde4868     4.16
vardas4869     pavarde4869     4.76
vardas4871     pavarde4871     4.04
vardas4876     pavarde4876      2.2
vardas4879     pavarde4879     2.44
vardas4888     pavarde4888      4.2
vardas4890     pavarde4890     2.88
vardas4894     pavarde4894     3.76
vardas4896     pavarde4896     3.32
vardas4897     pavarde4897     3.48
vardas4898     pavarde4898     4.52
vardas4910     pavarde4910     4.52
vardas4911     pavarde4911     3.16
vardas4912     pavarde4912     3.44
vardas4921     pavarde4921     3.72
vardas4922     pavarde4922     3.24
vardas4926     pavarde4926     4.56
vardas4927     pavarde4927     2.52
vardas4932     pavarde4932     3.92
vardas4933     pavarde4933      3.2
vardas4937     pavarde4937     4.76
vardas4940     pavarde4940     4.56
vardas4941     pavarde4941     2.52
vardas4942     pavarde4942      4.4
vardas4945     pavarde4945     3.32
vardas4946     pavarde4946     2.92
vardas4952     pavarde4952     4.28
vardas4954     pavarde4954     2.68
vardas4965     pavarde4965     3.04
vardas4969     pavarde4969     4.48
vardas4970     pavarde4970     3.32
vardas4976     pavarde4976     1.72
vardas4981     pavarde4981     3.76
vardas4985     pavarde4985     3.04
vardas4990     pavarde4990     4.48
vardas4999     pavarde4999        3
vardas5000     pavarde5000     3.72
vardas5002     pavarde5002     3.84
vardas5004     pavarde5004     4.08
vardas5008     pavarde5008     4.56
vardas5009     pavarde5009      2.2
vardas5011     pavarde5011      3.8
vardas5013     pavarde5013     4.52
vardas5019     pavarde5019      3.4
vardas5024     pavarde5024     4.96
vardas5027     pavarde5027     4.72
vardas5028     pavarde5028     4.56
vardas5030     pavarde5030     4.52
vardas5031     pavarde5031     2.56
vardas5033     pavarde5033        3
vardas5035     pavarde5035     3.32
vardas5036     pavarde5036     4.88
vardas5038     pavarde5038        3
vardas5039     pavarde5039     4.48
vardas5043     pavarde5043      2.6
vardas5045     pavarde5045     4.08
vardas5048     pavarde5048        3
vardas5049     pavarde5049      4.6
vardas5050     pavarde5050     1.96
vardas5051     pavarde5051     2.12
vardas5057     pavarde5057     3.44
vardas5058     pavarde5058     4.32
vardas5059     pavarde5059     3.56
vardas5060     pavarde5060     4.04
vardas5061     pavarde5061     4.96
vardas5064     pavarde5064     4.88
vardas5065     pavarde5065     1.88
vardas5066     pavarde5066     3.92
vardas5068     pavarde5068     4.64
vardas5073     pavarde5073     1.96
vardas5074     pavarde5074     3.16
vardas5076     pavarde5076        2
vardas5077     pavarde5077     2.12
vardas5078     pavarde5078     3.48
vardas5079     pavarde5079     3.36
vardas5082     pavarde5082     3.88
vardas5083     pavarde5083     3.88
vardas5090     pavarde5090     3.28
vardas5091     pavarde5091     4.72
vardas5092     pavarde5092     2.88
vardas5093     pavarde5093     2.84
vardas5095     pavarde5095     4.64
vardas5097     pavarde5097      3.8
vardas5101     pavarde5101     4.12
vardas5102     pavarde5102     2.84
vardas5103     pavarde5103     3.44
vardas5104     pavarde5104      3.8
vardas5105     pavarde5105     2.36
vardas5106     pavarde5106      4.2
vardas5108     pavarde5108      3.4
vardas5111     pavarde5111     3.52
vardas5116     pavarde5116      3.4
vardas5117     pavarde5117     4.28
vardas5122     pavarde5122      4.8
vardas5128     pavarde5128     4.44
vardas5129     pavarde5129     2.96
vardas5134     pavarde5134     3.08
vardas5135     pavarde5135     2.52
vardas5137     pavarde5137      4.8
vardas5138     pavarde5138     3.68
vardas5140     pavarde5140     3.12
vardas5141     pavarde5141      3.8
vardas5142     pavarde5142     4.16
vardas5143     pavarde5143     4.56
vardas5144     pavarde5144     3.44
vardas5145     pavarde5145     3.36
vardas5147     pavarde5147     2.76
vardas5149     pavarde5149     2.84
vardas5150     pavarde5150      4.4
vardas5153     pavarde5153     3.88
vardas5155     pavarde5155        3
vardas5157     pavarde5157      2.6
vardas5161     pavarde5161     3.92
vardas5163     pavarde5163     3.84
vardas5164     pavarde5164        4
vardas5165     pavarde5165     2.92
vardas5169     pavarde5169     4.92
vardas5171     pavarde5171     3.92
vardas5174     pavarde5174     3.36
vardas5176     pavarde5176     3.72
vardas5177     pavarde5177     3.64
vardas5178     pavarde5178     2.76
vardas5179     pavarde5179     4.32
vardas5182     pavarde5182     3.88
vardas5191     pavarde5191     4.32
vardas5192     pavarde5192      4.4
vardas5196     pavarde5196     4.44
vardas5197     pavarde5197     4.88
vardas5202     pavarde5202     3.28
vardas5206     pavarde5206     3.44
vardas5207     pavarde5207      3.2
vardas5208     pavarde5208     4.24
vardas5209     pavarde5209      3.2
vardas5211     pavarde5211     2.28
vardas5213     pavarde5213     4.56
vardas5214     pavarde5214     3.96
vardas5219     pavarde5219      2.6
vardas5220     pavarde5220     2.96
vardas5224     pavarde5224      3.2
vardas5226     pavarde5226      3.4
vardas5229     pavarde5229     2.88
vardas5233     pavarde5233      4.2
vardas5234     pavarde5234     4.48
vardas5239     pavarde5239     3.48
vardas5242     pavarde5242     2.88
vardas5243     pavarde5243     3.92
vardas5244     pavarde5244     4.88
vardas5247     pavarde5247     2.84
vardas5248     pavarde5248     2.36
vardas5250     pavarde5250     3.36
vardas5251     pavarde5251     4.68
vardas5256     pavarde5256      4.2
vardas5257     pavarde5257     3.92
vardas5261     pavarde5261     2.92
vardas5270     pavarde5270      4.8
vardas5275     pavarde5275     4.88
vardas5276     pavarde5276      4.4
vardas5278     pavarde5278     3.28
vardas5280     pavarde5280     2.44
vardas5282     pavarde5282     3.28
vardas5283     pavarde5283     4.52
vardas5292     pavarde5292     4.64
vardas5293     pavarde5293     2.68
vardas5299     pavarde5299     1.72
vardas5300     pavarde5300     3.24
vardas5301     pavarde5301     4.28
vardas5302     pavarde5302     4.52
vardas5304     pavarde5304     4.84
vardas5308     pavarde5308     4.68
vardas5309     pavarde5309     4.12
vardas5310     pavarde5310      3.2
vardas5311     pavarde5311     3.68
vardas5314     pavarde5314      4.4
vardas5316     pavarde5316     1.88
vardas5317     pavarde5317     3.68
vardas5318     pavarde5318      2.2
vardas5320     pavarde5320     3.12
vardas5321     pavarde5321     3.92
vardas5323     pavarde5323     4.28
vardas5327     pavarde5327     4.52
vardas5330     pavarde5330     4.96
vardas5334     pavarde5334     4.64
vardas5335     pavarde5335     4.48
vardas5337     pavarde5337     4.04
vardas5340     pavarde5340     4.24
vardas5342     pavarde5342     4.28
vardas5344     pavarde5344     2.56
vardas5347     pavarde5347     2.92
vardas5348     pavarde5348     3.68
vardas5349     pavarde5349     4.64
vardas5353     pavarde5353     2.64
vardas5354     pavarde5354     3.52
vardas5355     pavarde5355     3.64
vardas5356     pavarde5356     3.28
vardas5357     pavarde5357     3.92
vardas5360     pavarde5360     3.16
vardas5362     pavarde5362     2.92
vardas5365     pavarde5365     3.08
vardas5369     pavarde5369     2.52
vardas5371     pavarde5371     4.16
vardas5374     pavarde5374     2.64
vardas5376     pavarde5376     4.52
vardas5379     pavarde5379     3.48
vardas5385     pavarde5385     2.64
vardas5386     pavarde5386     4.16
vardas5387     pavarde5387     2.44
vardas5389     pavarde5389      4.8
vardas5390     pavarde5390     3.52
vardas5392     pavarde5392     4.28
vardas5394     pavarde5394     4.52
vardas5397     pavarde5397     4.44
vardas5398     pavarde5398     3.96
vardas5400     pavarde5400      3.2
vardas5402     pavarde5402     2.44
vardas5403     pavarde5403     3.04
vardas5405     pavarde5405     2.04
vardas5407     pavarde5407     4.56
vardas5408     pavarde5408     3.52
vardas5409     pavarde5409     3.96
vardas5410     pavarde5410     4.84
vardas5414     pavarde5414      3.8
vardas5415     pavarde5415     3.64
vardas5418     pavarde5418     4.04
vardas5419     pavarde5419     4.16
vardas5420     pavarde5420      4.2
vardas5424     pavarde5424     4.72
vardas5425     pavarde5425        4
vardas5426     pavarde5426     2.92
vardas5429     pavarde5429     3.88
vardas5433     pavarde5433     4.16
vardas5434     pavarde5434      3.6
vardas5439     pavarde5439     4.52
vardas5443     pavarde5443      3.2
vardas5445     pavarde5445     4.24
vardas5446     pavarde5446     3.32
vardas5448     pavarde5448     3.64
vardas5451     pavarde5451     2.04
vardas5452     pavarde5452     3.32
vardas5453     pavarde5453     2.28
vardas5454     pavarde5454     4.52
vardas5455     pavarde5455     4.76
vardas5457     pavarde5457     4.44
vardas5458     pavarde5458      4.6
vardas5460     pavarde5460     1.88
vardas5461     pavarde5461     2.52
vardas5463     pavarde5463      2.8
vardas5465     pavarde5465     4.64
vardas5468     pavarde5468     4.04
vardas5469     pavarde5469      4.8
vardas5472     pavarde5472     2.44
vardas5478     pavarde5478        2
vardas5481     pavarde5481     4.28
vardas5482     pavarde5482     3.28
vardas5485     pavarde5485     3.32
vardas5492     pavarde5492      3.6
vardas5497     pavarde5497     4.12
vardas5501     pavarde5501     2.28
vardas5503     pavarde5503     4.36
vardas5506     pavarde5506     4.64
vardas5508     pavarde5508     4.44
vardas5512     pavarde5512     2.92
vardas5514     pavarde5514      1.8
vardas5515     pavarde5515     3.56
vardas5519     pavarde5519        3
vardas5522     pavarde5522     3.96
vardas5523     pavarde5523     2.76
vardas5524     pavarde5524      3.2
vardas5525     pavarde5525     4.76
vardas5527     pavarde5527     3.56
vardas5528     pavarde5528     3.36
vardas5530     pavarde5530     2.44
vardas5537     pavarde5537     3.92
vardas5540     pavarde5540     4.96
vardas5541     pavarde5541     4.12
vardas5542     pavarde5542     3.32
vardas5545     pavarde5545     2.32
vardas5547     pavarde5547     2.52
vardas5549     pavarde5549     3.32
vardas5552     pavarde5552      2.6
vardas5562     pavarde5562     2.48
vardas5564     pavarde5564     4.24
vardas5571     pavarde5571     2.76
vardas5572     pavarde5572      4.6
vardas5574     pavarde5574     4.32
vardas5575     pavarde5575     3.24
vardas5579     pavarde5579     3.56
vardas5581     pavarde5581      4.2
vardas5582     pavarde5582     4.96
vardas5585     pavarde5585        3
vardas5586     pavarde5586     2.36
vardas5587     pavarde5587     4.16
vardas5588     pavarde5588     4.32
vardas5589     pavarde5589     4.32
vardas5592     pavarde5592      3.6
vardas5595     pavarde5595      3.2
vardas5596     pavarde5596     2.92
vardas5598     pavarde5598     3.24
vardas5600     pavarde5600     3.28
vardas5602     pavarde5602     3.04
vardas5605     pavarde5605      3.6
vardas5606     pavarde5606     3.28
vardas5607     pavarde5607     3.16
vardas5608     pavarde5608      3.6
vardas5610     pavarde5610      3.8
vardas5611     pavarde5611      2.6
vardas5613     pavarde5613        3
vardas5618     pavarde5618      3.2
vardas5619     pavarde5619     3.12
vardas5621     pavarde5621     3.28
vardas5623     pavarde5623     3.16
vardas5625     pavarde5625      4.2
vardas5626     pavarde5626      3.4
vardas5627     pavarde5627     3.28
vardas5628     pavarde5628     4.32
vardas5629     pavarde5629     4.12
vardas5632     pavarde5632     2.92
vardas5640     pavarde5640     4.12
vardas5641     pavarde5641        3
vardas5644     pavarde5644      3.8
vardas5645     pavarde5645     2.76
vardas5647     pavarde5647     3.96
vardas5648     pavarde5648     4.48
vardas5649     pavarde5649     3.12
vardas5652     pavarde5652     3.84
vardas5656     pavarde5656     2.84
vardas5659     pavarde5659     2.52
vardas5661     pavarde5661     1.96
vardas5670     pavarde5670      2.8
vardas5671     pavarde5671     2.96
vardas5672     pavarde5672      1.8
vardas5674     pavarde5674      4.2
vardas5676     pavarde5676     4.04
vardas5677     pavarde5677     2.92
vardas5678     pavarde5678     3.48
vardas5680     pavarde5680     3.92
vardas5682     pavarde5682     2.04
vardas5683     pavarde5683      4.6
vardas5692     pavarde5692     3.96
vardas5693     pavarde5693      3.8
vardas5694     pavarde5694      3.4
vardas5696     pavarde5696     2.76
vardas5706     pavarde5706     4.36
vardas5708     pavarde5708     2.96
vardas5709     pavarde5709     4.76
vardas5712     pavarde5712     2.76
vardas5715     pavarde5715     3.44
vardas5718     pavarde5718      1.8
vardas5722     pavarde5722     3.08
vardas5724     pavarde5724      4.6
vardas5726     pavarde5726     3.84
vardas5728     pavarde5728     3.56
vardas5730     pavarde5730      4.6
vardas5732     pavarde5732      4.8
vardas5736     pavarde5736     3.24
vardas5740     pavarde5740      4.2
vardas5743     pavarde5743     3.32
vardas5748     pavarde5748     4.12
vardas5751     pavarde5751     3.52
vardas5759     pavarde5759     3.84
vardas5760     pavarde5760     4.52
vardas5761     pavarde5761     1.96
vardas5770     pavarde5770     4.76
vardas5771     pavarde5771     3.64
vardas5773     pavarde5773     3.72
vardas5776     pavarde5776     2.92
vardas5779     pavarde5779     3.16
vardas5780     pavarde5780      4.6
vardas5781     pavarde5781     4.04
vardas5783     pavarde5783     4.84
vardas5784     pavarde5784      4.6
vardas5785     pavarde5785      4.8
vardas5786     pavarde5786     2.52
vardas5790     pavarde5790     2.04
vardas5795     pavarde5795     1.76
vardas5797     pavarde5797     4.04
vardas5799     pavarde5799     2.36
vardas5802     pavarde5802     3.52
vardas5803     pavarde5803     4.72
vardas5806     pavarde5806      1.4
vardas5807     pavarde5807        4
vardas5808     pavarde5808     2.96
vardas5809     pavarde5809     4.24
vardas5814     pavarde5814     1.72
vardas5815     pavarde5815     1.88
vardas5816     pavarde5816      4.6
vardas5819     pavarde5819     2.28
vardas5824     pavarde5824     4.44
vardas5827     pavarde5827      3.8
vardas5828     pavarde5828     1.64
vardas5835     pavarde5835     3.44
vardas5837     pavarde5837      3.6
vardas5839     pavarde5839      4.6
vardas5840     pavarde5840      4.6
vardas5841     pavarde5841     4.64
vardas5844     pavarde5844      4.6
vardas5845     pavarde5845        3
vardas5851     pavarde5851     4.84
vardas5853     pavarde5853        3
vardas5854     pavarde5854     4.24
vardas5857     pavarde5857        4
vardas5861     pavarde5861      3.2
vardas5862     pavarde5862     2.88
vardas5864     pavarde5864     4.48
vardas5865     pavarde5865     4.12
vardas5867     pavarde5867     3.52
vardas5869     pavarde5869     4.52
vardas5873     pavarde5873     2.92
vardas5874     pavarde5874     3.96
vardas5875     pavarde5875      3.6
vardas5881     pavarde5881     4.56
vardas5884     pavarde5884     4.32
vardas5885     pavarde5885     4.48
vardas5886     pavarde5886      3.8
vardas5891     pavarde5891     3.16
vardas5892     pavarde5892     3.76
vardas5894     pavarde5894     2.68
vardas5897     pavarde5897     3.64
vardas5902     pavarde5902     4.28
vardas5904     pavarde5904     4.04
vardas5905     pavarde5905     4.12
vardas5911     pavarde5911     4.48
vardas5912     pavarde5912     4.16
vardas5913     pavarde5913     4.84
vardas5916     pavarde5916     4.36
vardas5918     pavarde5918      3.8
vardas5921     pavarde5921      2.6
vardas5923     pavarde5923     4.64
vardas5925     pavarde5925     4.72
vardas5927     pavarde5927     2.36
vardas5929     pavarde5929     4.88
vardas5930     pavarde5930      3.4
vardas5935     pavarde5935      4.6
vardas5936     pavarde5936     2.76
vardas5937     pavarde5937     4.56
vardas5938     pavarde5938     3.52
vardas5942     pavarde5942     3.88
vardas5943     pavarde5943      4.4
vardas5944     pavarde5944     4.68
vardas5947     pavarde5947     3.36
vardas5949     pavarde5949     3.32
vardas5951     pavarde5951      3.4
vardas5952     pavarde5952     2.76
vardas5953     pavarde5953      3.2
vardas5954     pavarde5954      4.8
vardas5955     pavarde5955     3.12
vardas5959     pavarde5959     4.96
vardas5961     pavarde5961        3
vardas5963     pavarde5963     3.84
vardas5966     pavarde5966      3.2
vardas5967     pavarde5967      4.2
vardas5969     pavarde5969     3.32
vardas5971     pavarde5971        3
vardas5972     pavarde5972      2.6
vardas5975     pavarde5975        3
vardas5977     pavarde5977      3.8
vardas5979     pavarde5979      2.6
vardas5982     pavarde5982     4.16
vardas5986     pavarde5986     4.36
vardas5987     pavarde5987     3.36
vardas5995     pavarde5995     2.76
vardas5996     pavarde5996     3.24
vardas6001     pavarde6001      3.2
vardas6002     pavarde6002     4.52
vardas6005     pavarde6005        3
vardas6007     pavarde6007     4.64
vardas6008     pavarde6008     2.68
vardas6009     pavarde6009      4.4
vardas6018     pavarde6018     4.56
vardas6019     pavarde6019     4.88
vardas6022     pavarde6022     4.24
vardas6025     pavarde6025     4.64
vardas6026     pavarde6026     2.12
vardas6028     pavarde6028     4.88
vardas6031     pavarde6031     4.52
vardas6032     pavarde6032      2.2
vardas6033     pavarde6033     2.96
vardas6036     pavarde6036     4.24
vardas6037     pavarde6037     3.12
vardas6043     pavarde6043     2.64
vardas6044     pavarde6044     2.92
vardas6047     pavarde6047     4.88
vardas6048     pavarde6048     2.92
vardas6052     pavarde6052     3.28
vardas6053     pavarde6053     3.16
vardas6056     pavarde6056      3.2
vardas6060     pavarde6060      3.2
vardas6061     pavarde6061     2.52
vardas6062     pavarde6062     4.08
vardas6063     pavarde6063     4.08
vardas6066     pavarde6066     4.88
vardas6070     pavarde6070     3.84
vardas6073     pavarde6073     4.04
vardas6076     pavarde6076     2.68
vardas6077     pavarde6077      4.6
vardas6078     pavarde6078     4.04
vardas6079     pavarde6079     3.64
vardas6082     pavarde6082     2.04
vardas6084     pavarde6084     3.08
vardas6089     pavarde6089     3.48
vardas6093     pavarde6093     4.28
vardas6097     pavarde6097     2.28
