Vardas         Pavarde        Galutinis (vid.)
vardas45836    pavarde45836    4.96
vardas45842    pavarde45842    4.56
vardas45844    pavarde45844    4.36
vardas45847    pavarde45847    2.92
vardas45854    pavarde45854    2.52
vardas45855    pavarde45855    4.72
vardas45857    pavarde45857    2.72
vardas45858    pavarde45858    4.24
vardas45861    pavarde45861    2.88
vardas45862    pavarde45862    3.44
vardas45863    pavarde45863    2.88
vardas45865    pavarde45865    2.92
vardas45866    pavarde45866    2.92
vardas45868    pavarde45868    2.24
vardas45872    pavarde45872    4.12
vardas45882    pavarde45882    3.12
vardas45885    pavarde45885    3.84
vardas45886    pavarde45886     4.4
vardas45888    pavarde45888    4.28
vardas45889    pavarde45889    2.76
vardas45890    pavarde45890    4.12
vardas45891    pavarde45891    3.52
vardas45893    pavarde45893       4
vardas45894    pavarde45894    4.68
vardas45895    pavarde45895     4.2
vardas45896    pavarde45896    4.76
vardas45898    pavarde45898    4.68
vardas45902    pavarde45902     4.6
vardas45904    pavarde45904    4.68
vardas45906    pavarde45906       4
vardas45911    pavarde45911    4.08
vardas45912    pavarde45912     4.4
vardas45913    pavarde45913    3.08
vardas45914    pavarde45914    4.88
vardas45915    pavarde45915     4.2
vardas45916    pavarde45916    4.52
vardas45918    pavarde45918    3.12
vardas45922    pavarde45922    4.64
vardas45924    pavarde45924    3.96
vardas45925    pavarde45925    4.44
vardas45926    pavarde45926    2.88
vardas45927    pavarde45927    3.04
vardas45928    pavarde45928       3
vardas45933    pavarde45933    4.64
vardas45934    pavarde45934    3.92
vardas45935    pavarde45935    4.08
vardas45936    pavarde45936    3.44
vardas45937    pavarde45937    3.32
vardas45939    pavarde45939    2.76
vardas45940    pavarde45940     3.4
vardas45944    pavarde45944    4.52
vardas45947    pavarde45947    2.24
vardas45948    pavarde45948    3.64
vardas45953    pavarde45953    3.24
vardas45956    pavarde45956    3.44
vardas45959    pavarde45959    3.68
vardas45960    pavarde45960       3
vardas45965    pavarde45965     3.8
vardas45966    pavarde45966     4.6
vardas45968    pavarde45968    3.24
vardas45969    pavarde45969    2.64
vardas45971    pavarde45971    3.88
vardas45972    pavarde45972    4.12
vardas45973    pavarde45973    4.84
vardas45974    pavarde45974    2.52
vardas45976    pavarde45976    4.32
vardas45977    pavarde45977    4.32
vardas45979    pavarde45979       4
vardas45987    pavarde45987    3.64
vardas45988    pavarde45988       3
vardas45992    pavarde45992    4.08
vardas45994    pavarde45994    2.88
vardas45996    pavarde45996    1.64
vardas45999    pavarde45999    2.92
vardas46000    pavarde46000    4.88
vardas46002    pavarde46002    4.84
vardas46004    pavarde46004    2.76
vardas46007    pavarde46007    4.84
vardas46009    pavarde46009    3.44
vardas46010    pavarde46010    2.96
vardas46016    pavarde46016    2.28
vardas46017    pavarde46017    4.52
vardas46019    pavarde46019    3.28
vardas46026    pavarde46026    3.24
vardas46030    pavarde46030     4.4
vardas46031    pavarde46031    3.68
vardas46032    pavarde46032    3.28
vardas46037    pavarde46037    3.28
vardas46039    pavarde46039     3.6
vardas46040    pavarde46040    4.64
vardas46041    pavarde46041    4.24
vardas46046    pavarde46046    4.64
vardas46050    pavarde46050    4.28
vardas46051    pavarde46051     3.8
vardas46052    pavarde46052    2.36
vardas46056    pavarde46056    3.52
vardas46060    pavarde46060    4.88
vardas46062    pavarde46062    3.84
vardas46064    pavarde46064    1.88
vardas46065    pavarde46065     3.2
vardas46069    pavarde46069    4.48
vardas46071    pavarde46071     3.8
vardas46074    pavarde46074    2.28
vardas46077    pavarde46077     4.4
vardas46079    pavarde46079    2.96
vardas46080    pavarde46080       2
vardas46086    pavarde46086    4.28
vardas46090    pavarde46090    3.64
vardas46091    pavarde46091    4.72
vardas46092    pavarde46092    3.44
vardas46094    pavarde46094    4.72
vardas46096    pavarde46096    3.64
vardas46097    pavarde46097    4.52
vardas46098    pavarde46098    4.76
vardas46103    pavarde46103    2.76
vardas46104    pavarde46104    3.88
vardas46105    pavarde46105    4.04
vardas46106    pavarde46106    3.92
vardas46109    pavarde46109    4.48
vardas46112    pavarde46112    3.72
vardas46113    pavarde46113    4.64
vardas46118    pavarde46118    3.76
vardas46120    pavarde46120    3.24
vardas46122    pavarde46122    3.24
vardas46123    pavarde46123    2.52
vardas46125    pavarde46125    3.68
vardas46126    pavarde46126    4.08
vardas46129    pavarde46129     3.8
vardas46131    pavarde46131    4.76
vardas46133    pavarde46133    2.96
vardas46134    pavarde46134    3.08
vardas46135    pavarde46135    4.08
vardas46141    pavarde46141    3.52
vardas46144    pavarde46144       3
vardas46145    pavarde46145     3.4
vardas46146    pavarde46146       3
vardas46147    pavarde46147    4.92
vardas46149    pavarde46149    2.52
vardas46154    pavarde46154     4.2
vardas46155    pavarde46155    3.84
vardas46158    pavarde46158    3.96
vardas46160    pavarde46160    3.04
vardas46161    pavarde46161    4.32
vardas46162    pavarde46162    4.08
vardas46163    pavarde46163    2.52
vardas46164    pavarde46164    4.84
vardas46165    pavarde46165    2.28
vardas46167    pavarde46167    2.44
vardas46168    pavarde46168    2.84
vardas46169    pavarde46169    4.28
vardas46170    pavarde46170     4.2
vardas46172    pavarde46172     4.6
vardas46173    pavarde46173    3.88
vardas46174    pavarde46174    4.16
vardas46175    pavarde46175    2.84
vardas46176    pavarde46176    3.36
vardas46181    pavarde46181    3.64
vardas46182    pavarde46182     4.6
vardas46183    pavarde46183    4.88
vardas46184    pavarde46184    2.92
vardas46185    pavarde46185    2.68
vardas46186    pavarde46186    3.36
vardas46187    pavarde46187    4.52
vardas46193    pavarde46193    3.84
vardas46196    pavarde46196     3.2
vardas46200    pavarde46200    4.16
vardas46204    pavarde46204    2.68
vardas46207    pavarde46207    2.44
vardas46211    pavarde46211    3.36
vardas46212    pavarde46212    4.24
vardas46214    pavarde46214    4.96
vardas46215    pavarde46215    4.76
vardas46217    pavarde46217    4.84
vardas46219    pavarde46219    3.76
vardas46220    pavarde46220    4.16
vardas46221    pavarde46221     4.4
vardas46222    pavarde46222    4.76
vardas46225    pavarde46225     2.6
vardas46227    pavarde46227    3.88
vardas46228    pavarde46228    4.48
vardas46229    pavarde46229    2.76
vardas46233    pavarde46233    3.92
vardas46234    pavarde46234    4.84
vardas46235    pavarde46235    4.72
vardas46240    pavarde46240    3.76
vardas46242    pavarde46242    3.08
vardas46243    pavarde46243    4.32
vardas46244    pavarde46244     3.4
vardas46245    pavarde46245    2.44
vardas46247    pavarde46247     3.4
vardas46249    pavarde46249    4.48
vardas46252    pavarde46252    4.36
vardas46253    pavarde46253    3.08
vardas46256    pavarde46256    4.36
vardas46258    pavarde46258    4.08
vardas46259    pavarde46259    3.76
vardas46266    pavarde46266    3.88
vardas46267    pavarde46267    2.48
vardas46271    pavarde46271    3.32
vardas46275    pavarde46275    4.28
vardas46286    pavarde46286     4.4
vardas46290    pavarde46290    4.76
vardas46294    pavarde46294    2.28
vardas46297    pavarde46297    2.68
vardas46301    pavarde46301    4.08
vardas46302    pavarde46302     3.6
vardas46308    pavarde46308    3.56
vardas46310    pavarde46310    4.36
vardas46311    pavarde46311    3.92
vardas46315    pavarde46315     4.8
vardas46316    pavarde46316     3.8
vardas46317    pavarde46317    2.84
vardas46321    pavarde46321    3.48
vardas46322    pavarde46322    2.96
vardas46323    pavarde46323    3.84
vardas46324    pavarde46324    3.24
vardas46326    pavarde46326    4.32
vardas46329    pavarde46329    3.76
vardas46330    pavarde46330    2.96
vardas46333    pavarde46333    2.88
vardas46335    pavarde46335    2.92
vardas46338    pavarde46338    3.96
vardas46342    pavarde46342     3.4
vardas46345    pavarde46345    2.84
vardas46346    pavarde46346    2.28
vardas46347    pavarde46347    2.56
vardas46350    pavarde46350    3.16
vardas46356    pavarde46356    4.04
vardas46358    pavarde46358    4.16
vardas46364    pavarde46364     4.6
vardas46365    pavarde46365    2.64
vardas46366    pavarde46366     4.4
vardas46368    pavarde46368    3.24
vardas46369    pavarde46369    3.44
vardas46371    pavarde46371    4.04
vardas46372    pavarde46372    2.52
vardas46375    pavarde46375    4.68
vardas46377    pavarde46377    4.48
vardas46378    pavarde46378    2.76
vardas46380    pavarde46380    4.52
vardas46381    pavarde46381    4.92
vardas46382    pavarde46382     4.2
vardas46384    pavarde46384    4.96
vardas46386    pavarde46386     3.4
vardas46391    pavarde46391     4.4
vardas46394    pavarde46394       3
vardas46395    pavarde46395    4.12
vardas46397    pavarde46397    4.32
vardas46398    pavarde46398    4.72
vardas46400    pavarde46400     4.4
vardas46401    pavarde46401    2.92
vardas46404    pavarde46404    3.48
vardas46406    pavarde46406    3.48
vardas46408    pavarde46408    3.48
vardas46410    pavarde46410     2.8
vardas46413    pavarde46413    3.16
vardas46414    pavarde46414    4.32
vardas46415    pavarde46415    2.28
vardas46417    pavarde46417    2.12
vardas46418    pavarde46418     3.4
vardas46419    pavarde46419    3.48
vardas46423    pavarde46423     2.6
vardas46427    pavarde46427    3.68
vardas46428    pavarde46428    2.32
vardas46432    pavarde46432    3.84
vardas46434    pavarde46434    3.28
vardas46435    pavarde46435    3.96
vardas46436    pavarde46436    3.88
vardas46438    pavarde46438    3.64
vardas46440    pavarde46440    3.56
vardas46441    pavarde46441    4.24
vardas46443    pavarde46443    3.16
vardas46445    pavarde46445    3.28
vardas46446    pavarde46446     3.8
vardas46450    pavarde46450    3.84
vardas46451    pavarde46451    3.64
vardas46457    pavarde46457    4.72
vardas46460    pavarde46460     4.4
vardas46462    pavarde46462    4.64
vardas46467    pavarde46467     3.8
vardas46470    pavarde46470    3.92
vardas46474    pavarde46474    2.44
vardas46477    pavarde46477     2.2
vardas46479    pavarde46479    4.96
vardas46485    pavarde46485    4.96
vardas46486    pavarde46486    2.92
vardas46488    pavarde46488    4.28
vardas46490    pavarde46490    2.96
vardas46493    pavarde46493    3.56
vardas46494    pavarde46494    3.76
vardas46495    pavarde46495    3.16
vardas46496    pavarde46496    2.96
vardas46497    pavarde46497    3.08
vardas46498    pavarde46498    3.16
vardas46499    pavarde46499    2.76
vardas46501    pavarde46501    3.68
vardas46505    pavarde46505    3.24
vardas46506    pavarde46506    4.52
vardas46507    pavarde46507    2.84
vardas46510    pavarde46510    4.84
vardas46511    pavarde46511    3.32
vardas46512    pavarde46512    2.88
vardas46513    pavarde46513    3.52
vardas46516    pavarde46516    3.08
vardas46520    pavarde46520    3.24
vardas46522    pavarde46522    2.64
vardas46523    pavarde46523    3.96
vardas46526    pavarde46526     3.2
vardas46527    pavarde46527    3.72
vardas46529    pavarde46529    2.76
vardas46532    pavarde46532    3.68
vardas46536    pavarde46536     3.4
vardas46538    pavarde46538    3.04
vardas46539    pavarde46539    4.52
vardas46541    pavarde46541    4.96
vardas46542    pavarde46542     2.2
vardas46545    pavarde46545     4.8
vardas46547    pavarde46547    3.16
vardas46551    pavarde46551     3.8
vardas46554    pavarde46554    2.84
vardas46555    pavarde46555    3.08
vardas46556    pavarde46556    3.36
vardas46557    pavarde46557    3.36
vardas46560    pavarde46560     4.2
vardas46561    pavarde46561     3.4
vardas46562    pavarde46562    4.44
vardas46564    pavarde46564    4.12
vardas46565    pavarde46565     1.8
vardas46568    pavarde46568    2.04
vardas46573    pavarde46573    4.12
vardas46574    pavarde46574     4.2
vardas46580    pavarde46580    3.92
vardas46582    pavarde46582    3.64
vardas46586    pavarde46586     3.6
vardas46588    pavarde46588    3.72
vardas46589    pavarde46589    4.44
vardas46593    pavarde46593    3.72
vardas46594    pavarde46594    4.68
vardas46595    pavarde46595    4.48
vardas46596    pavarde46596    2.12
vardas46597    pavarde46597    4.52
vardas46599    pavarde46599    4.24
vardas46604    pavarde46604       3
vardas46608    pavarde46608    3.16
vardas46609    pavarde46609    3.32
vardas46610    pavarde46610    4.96
vardas46611    pavarde46611    3.68
vardas46612    pavarde46612    3.28
vardas46616    pavarde46616    4.64
vardas46617    pavarde46617     2.4
vardas46619    pavarde46619    3.32
vardas46620    pavarde46620       4
vardas46622    pavarde46622       4
vardas46623    pavarde46623    2.52
vardas46624    pavarde46624     4.6
vardas46628    pavarde46628    2.84
vardas46630    pavarde46630    4.32
vardas46633    pavarde46633    2.64
vardas46635    pavarde46635    3.36
vardas46636    pavarde46636    4.24
vardas46638    pavarde46638    3.36
vardas46641    pavarde46641    4.24
vardas46643    pavarde46643     4.2
vardas46648    pavarde46648    4.48
vardas46649    pavarde46649    2.76
vardas46651    pavarde46651    4.96
vardas46655    pavarde46655    3.56
vardas46656    pavarde46656     4.4
vardas46657    pavarde46657    3.56
vardas46659    pavarde46659    3.76
vardas46660    pavarde46660    3.32
vardas46661    pavarde46661    3.72
vardas46664    pavarde46664    4.16
vardas46665    pavarde46665     3.8
vardas46666    pavarde46666     4.4
vardas46667    pavarde46667    4.68
vardas46668    pavarde46668    2.36
vardas46675    pavarde46675     2.6
vardas46676    pavarde46676     3.8
vardas46678    pavarde46678    2.92
vardas46681    pavarde46681       4
vardas46682    pavarde46682    4.88
vardas46683    pavarde46683     3.4
vardas46684    pavarde46684    3.92
vardas46685    pavarde46685    4.32
vardas46686    pavarde46686    2.28
vardas46688    pavarde46688       4
vardas46690    pavarde46690    3.52
vardas46692    pavarde46692    4.76
vardas46693    pavarde46693    3.76
vardas46694    pavarde46694     2.6
vardas46695    pavarde46695    3.56
vardas46696    pavarde46696    2.72
vardas46698    pavarde46698     2.6
vardas46700    pavarde46700    3.32
vardas46701    pavarde46701    1.96
vardas46706    pavarde46706    3.84
vardas46714    pavarde46714    3.08
vardas46724    pavarde46724    4.48
vardas46725    pavarde46725     4.6
vardas46731    pavarde46731    4.64
vardas46733    pavarde46733    4.16
vardas46734    pavarde46734       3
vardas46735    pavarde46735    3.44
vardas46738    pavarde46738     4.6
vardas46739    pavarde46739    4.72
vardas46744    pavarde46744    3.28
vardas46745    pavarde46745    2.84
vardas46748    pavarde46748     3.6
vardas46749    pavarde46749    4.56
vardas46751    pavarde46751    3.36
vardas46752    pavarde46752       4
vardas46754    pavarde46754    4.48
vardas46755    pavarde46755    4.04
vardas46759    pavarde46759    3.64
vardas46763    pavarde46763    3.32
vardas46765    pavarde46765    3.96
vardas46766    pavarde46766    3.44
vardas46772    pavarde46772    4.32
vardas46774    pavarde46774    4.64
vardas46776    pavarde46776    3.68
vardas46777    pavarde46777     2.2
vardas46780    pavarde46780    2.52
vardas46781    pavarde46781    2.56
vardas46782    pavarde46782     3.6
vardas46783    pavarde46783    4.08
vardas46790    pavarde46790    3.28
vardas46791    pavarde46791    3.56
vardas46795    pavarde46795     3.8
vardas46798    pavarde46798    4.64
vardas46801    pavarde46801    2.04
vardas46802    pavarde46802    4.44
vardas46805    pavarde46805    3.92
vardas46806    pavarde46806    2.52
vardas46808    pavarde46808    3.76
vardas46811    pavarde46811    4.76
vardas46814    pavarde46814    2.84
vardas46815    pavarde46815    3.96
vardas46816    pavarde46816     3.8
vardas46817    pavarde46817     2.6
vardas46820    pavarde46820    2.36
vardas46829    pavarde46829     4.8
vardas46832    pavarde46832    4.88
vardas46833    pavarde46833     4.2
vardas46835    pavarde46835    4.88
vardas46836    pavarde46836    3.88
vardas46837    pavarde46837    4.08
vardas46844    pavarde46844    4.28
vardas46845    pavarde46845    2.68
vardas46847    pavarde46847    3.32
vardas46848    pavarde46848    4.12
vardas46850    pavarde46850    2.52
vardas46851    pavarde46851     4.8
vardas46854    pavarde46854    2.04
vardas46855    pavarde46855    4.32
vardas46857    pavarde46857    2.96
vardas46858    pavarde46858    4.32
vardas46861    pavarde46861    3.52
vardas46862    pavarde46862    4.96
vardas46869    pavarde46869    3.28
vardas46870    pavarde46870    4.56
vardas46872    pavarde46872    4.52
vardas46874    pavarde46874    4.64
vardas46880    pavarde46880    4.64
vardas46881    pavarde46881    3.92
vardas46882    pavarde46882    3.16
vardas46885    pavarde46885    1.72
vardas46886    pavarde46886    2.56
vardas46888    pavarde46888    4.48
vardas46895    pavarde46895    4.04
vardas46897    pavarde46897    1.96
vardas46898    pavarde46898    4.04
vardas46899    pavarde46899    4.32
vardas46900    pavarde46900    3.44
vardas46903    pavarde46903    4.76
vardas46906    pavarde46906    3.72
vardas46908    pavarde46908    4.76
vardas46909    pavarde46909    2.88
vardas46912    pavarde46912     4.4
vardas46913    pavarde46913    3.72
vardas46914    pavarde46914    4.56
vardas46915    pavarde46915     4.6
vardas46920    pavarde46920    4.48
vardas46923    pavarde46923    4.76
vardas46924    pavarde46924    3.72
vardas46939    pavarde46939    4.16
vardas46944    pavarde46944     3.8
vardas46946    pavarde46946     3.4
vardas46947    pavarde46947     4.6
vardas46952    pavarde46952    4.08
vardas46954    pavarde46954    4.36
vardas46956    pavarde46956    3.76
vardas46958    pavarde46958    3.28
vardas46960    pavarde46960    4.84
vardas46969    pavarde46969     3.8
vardas46972    pavarde46972       3
vardas46974    pavarde46974    2.84
vardas46975    pavarde46975    4.88
vardas46976    pavarde46976     3.8
vardas46978    pavarde46978    3.16
vardas46979    pavarde46979    4.36
vardas46982    pavarde46982    2.92
vardas46984    pavarde46984    4.88
vardas46988    pavarde46988    4.68
vardas46989    pavarde46989    3.16
vardas46993    pavarde46993    4.64
vardas46996    pavarde46996     2.2
vardas46997    pavarde46997       3
vardas46998    pavarde46998     2.8
vardas47001    pavarde47001    4.48
vardas47003    pavarde47003    3.76
vardas47005    pavarde47005    3.84
vardas47006    pavarde47006    3.16
vardas47007    pavarde47007    3.88
vardas47012    pavarde47012    4.76
vardas47014    pavarde47014    4.48
vardas47015    pavarde47015     4.2
vardas47016    pavarde47016    2.12
vardas47019    pavarde47019    4.76
vardas47022    pavarde47022    2.28
vardas47023    pavarde47023     4.4
vardas47024    pavarde47024    4.52
vardas47025    pavarde47025       4
vardas47026    pavarde47026    4.36
vardas47029    pavarde47029    4.72
vardas47030    pavarde47030    3.64
vardas47031    pavarde47031     4.8
vardas47032    pavarde47032    3.48
vardas47033    pavarde47033     4.4
vardas47034    pavarde47034    4.84
vardas47041    pavarde47041    3.16
vardas47043    pavarde47043    2.04
vardas47044    pavarde47044    3.44
vardas47045    pavarde47045    4.48
vardas47047    pavarde47047     3.8
vardas47049    pavarde47049     3.6
vardas47050    pavarde47050    4.76
vardas47051    pavarde47051    4.76
vardas47054    pavarde47054    3.52
vardas47055    pavarde47055    3.56
vardas47058    pavarde47058    2.44
vardas47059    pavarde47059    3.28
vardas47066    pavarde47066    4.32
vardas47070    pavarde47070     4.2
vardas47073    pavarde47073    3.56
vardas47075    pavarde47075    3.28
vardas47079    pavarde47079    3.56
vardas47080    pavarde47080    4.92
vardas47082    pavarde47082    4.24
vardas47084    pavarde47084     4.4
vardas47085    pavarde47085     2.6
vardas47086    pavarde47086    4.88
vardas47088    pavarde47088    4.56
vardas47089    pavarde47089       4
vardas47092    pavarde47092    3.36
vardas47093    pavarde47093     3.4
vardas47094    pavarde47094    4.64
vardas47099    pavarde47099    4.16
vardas47100    pavarde47100    3.28
vardas47101    pavarde47101    3.64
vardas47102    pavarde47102    4.48
vardas47107    pavarde47107    2.52
vardas47108    pavarde47108    3.32
vardas47109    pavarde47109     3.8
vardas47112    pavarde47112    4.08
vardas47115    pavarde47115    3.56
vardas47118    pavarde47118    3.68
vardas47120    pavarde47120     3.6
vardas47121    pavarde47121    3.72
vardas47122    pavarde47122     3.2
vardas47125    pavarde47125    3.96
vardas47126    pavarde47126    2.36
vardas47129    pavarde47129     4.6
vardas47130    pavarde47130    4.16
vardas47131    pavarde47131    2.44
vardas47135    pavarde47135    2.36
vardas47136    pavarde47136    3.04
vardas47137    pavarde47137     3.6
vardas47138    pavarde47138    2.36
vardas47141    pavarde47141     4.2
vardas47144    pavarde47144    4.16
vardas47147    pavarde47147    3.44
vardas47148    pavarde47148    3.56
vardas47153    pavarde47153    3.84
vardas47155    pavarde47155    4.88
vardas47156    pavarde47156    2.76
vardas47157    pavarde47157    4.96
vardas47160    pavarde47160    4.92
vardas47162    pavarde47162    2.28
vardas47166    pavarde47166    4.28
vardas47167    pavarde47167    3.16
vardas47168    pavarde47168    4.32
vardas47180    pavarde47180    4.08
vardas47181    pavarde47181     4.4
vardas47183    pavarde47183    3.16
vardas47190    pavarde47190    4.32
vardas47195    pavarde47195    4.08
vardas47196    pavarde47196    3.56
vardas47199    pavarde47199    4.52
vardas47200    pavarde47200    2.36
vardas47209    pavarde47209    4.72
vardas47213    pavarde47213    3.36
vardas47214    pavarde47214    4.04
vardas47215    pavarde47215    3.08
vardas47216    pavarde47216     4.8
vardas47217    pavarde47217    4.96
vardas47219    pavarde47219    4.56
vardas47221    pavarde47221     3.8
vardas47224    pavarde47224     4.6
vardas47227    pavarde47227    4.56
vardas47228    pavarde47228    3.64
vardas47233    pavarde47233    3.92
vardas47234    pavarde47234    3.16
vardas47250    pavarde47250    3.08
vardas47251    pavarde47251    4.64
vardas47252    pavarde47252     3.6
vardas47255    pavarde47255     4.6
vardas47256    pavarde47256    3.32
vardas47263    pavarde47263    3.84
vardas47264    pavarde47264    3.88
vardas47265    pavarde47265    4.28
vardas47266    pavarde47266    3.28
vardas47267    pavarde47267    3.24
vardas47270    pavarde47270    3.08
vardas47271    pavarde47271     2.8
vardas47272    pavarde47272    2.84
vardas47273    pavarde47273    2.44
vardas47275    pavarde47275     4.4
vardas47276    pavarde47276    4.52
vardas47277    pavarde47277     3.8
vardas47279    pavarde47279    4.96
vardas47282    pavarde47282    4.92
vardas47283    pavarde47283    4.52
vardas47284    pavarde47284    3.84
vardas47285    pavarde47285    4.76
vardas47286    pavarde47286     4.8
vardas47287    pavarde47287    2.92
vardas47288    pavarde47288    4.72
vardas47289    pavarde47289     2.8
vardas47290    pavarde47290       3
vardas47291    pavarde47291     3.8
vardas47293    pavarde47293    4.68
vardas47294    pavarde47294    4.36
vardas47297    pavarde47297    1.88
vardas47305    pavarde47305     3.8
vardas47306    pavarde47306    2.92
vardas47308    pavarde47308    3.56
vardas47311    pavarde47311    3.08
vardas47314    pavarde47314    2.16
vardas47316    pavarde47316    3.76
vardas47322    pavarde47322    3.96
vardas47329    pavarde47329     4.2
vardas47331    pavarde47331    2.76
vardas47332    pavarde47332    2.92
vardas47333    pavarde47333    3.52
vardas47335    pavarde47335     4.8
vardas47336    pavarde47336    3.24
vardas47337    pavarde47337    4.68
vardas47338    pavarde47338    2.84
vardas47339    pavarde47339     3.6
vardas47342    pavarde47342    3.16
vardas47343    pavarde47343       4
vardas47348    pavarde47348    4.28
vardas47349    pavarde47349    3.32
vardas47350    pavarde47350    3.32
vardas47353    pavarde47353    2.72
vardas47355    pavarde47355     1.4
vardas47358    pavarde47358    2.68
vardas47359    pavarde47359    4.64
vardas47360    pavarde47360     3.8
vardas47361    pavarde47361    3.44
vardas47362    pavarde47362    4.76
vardas47365    pavarde47365     4.8
vardas47366    pavarde47366    4.64
vardas47367    pavarde47367    4.64
vardas47368    pavarde47368     4.6
vardas47369    pavarde47369    3.96
vardas47370    pavarde47370       3
vardas47371    pavarde47371     2.6
vardas47372    pavarde47372    4.36
vardas47376    pavarde47376    4.04
vardas47378    pavarde47378    4.68
vardas47388    pavarde47388    2.76
vardas47392    pavarde47392    2.72
vardas47395    pavarde47395     3.6
vardas47396    pavarde47396    3.08
vardas47398    pavarde47398    3.16
vardas47399    pavarde47399    4.68
vardas47400    pavarde47400    3.92
vardas47404    pavarde47404    2.28
vardas47407    pavarde47407     2.6
vardas47410    pavarde47410    4.52
vardas47413    pavarde47413    4.28
vardas47417    pavarde47417    3.32
vardas47418    pavarde47418    3.52
vardas47419    pavarde47419    3.28
vardas47420    pavarde47420    3.28
vardas47421    pavarde47421    3.96
vardas47422    pavarde47422     4.4
vardas47423    pavarde47423     2.8
vardas47424    pavarde47424    4.92
vardas47425    pavarde47425    3.64
vardas47426    pavarde47426    4.64
vardas47427    pavarde47427    2.44
vardas47429    pavarde47429    4.32
vardas47435    pavarde47435    4.64
vardas47436    pavarde47436    2.88
vardas47438    pavarde47438    4.88
vardas47440    pavarde47440    4.48
vardas47448    pavarde47448    4.92
vardas47449    pavarde47449    3.36
vardas47450    pavarde47450    4.56
vardas47453    pavarde47453    3.84
vardas47456    pavarde47456    3.08
vardas47460    pavarde47460    4.28
vardas47461    pavarde47461     4.2
vardas47463    pavarde47463    3.88
vardas47464    pavarde47464    3.52
vardas47465    pavarde47465    4.56
vardas47468    pavarde47468    4.84
vardas47473    pavarde47473    4.76
vardas47474    pavarde47474    4.36
vardas47475    pavarde47475     3.6
vardas47477    pavarde47477     4.8
vardas47478    pavarde47478    4.12
vardas47487    pavarde47487     3.6
vardas47489    pavarde47489    4.16
vardas47493    pavarde47493    4.96
vardas47496    pavarde47496    3.88
vardas47497    pavarde47497    2.96
vardas47498    pavarde47498    1.96
vardas47499    pavarde47499    3.48
vardas47502    pavarde47502    4.08
vardas47503    pavarde47503    2.32
vardas47505    pavarde47505    2.72
vardas47508    pavarde47508     3.4
vardas47515    pavarde47515     2.8
vardas47516    pavarde47516     3.8
vardas47524    pavarde47524    3.96
vardas47525    pavarde47525       3
vardas47526    pavarde47526    4.12
vardas47528    pavarde47528    2.68
vardas47529    pavarde47529    4.04
vardas47530    pavarde47530    4.48
vardas47532    pavarde47532    3.04
vardas47535    pavarde47535    3.28
vardas47537    pavarde47537    2.96
vardas47539    pavarde47539    4.52
vardas47541    pavarde47541    3.72
vardas47542    pavarde47542    2.28
vardas47545    pavarde47545     1.8
vardas47548    pavarde47548     4.6
vardas47552    pavarde47552    4.12
vardas47555    pavarde47555    4.92
vardas47559    pavarde47559    4.48
vardas47561    pavarde47561    3.64
vardas47565    pavarde47565    4.04
vardas47570    pavarde47570    2.84
vardas47572    pavarde47572    3.16
vardas47573    pavarde47573    3.84
vardas47578    pavarde47578    4.88
vardas47579    pavarde47579     3.6
vardas47581    pavarde47581    4.84
vardas47585    pavarde47585    3.72
vardas47586    pavarde47586    3.28
vardas47594    pavarde47594    4.12
vardas47595    pavarde47595    3.76
vardas47600    pavarde47600     3.6
vardas47601    pavarde47601    4.88
vardas47602    pavarde47602    4.16
vardas47603    pavarde47603     3.4
vardas47604    pavarde47604    3.76
vardas47607    pavarde47607    4.84
vardas47612    pavarde47612    4.76
vardas47614    pavarde47614     3.8
vardas47615    pavarde47615    3.08
vardas47619    pavarde47619    3.16
vardas47621    pavarde47621    3.12
vardas47623    pavarde47623       4
vardas47624    pavarde47624       3
vardas47626    pavarde47626    2.68
vardas47627    pavarde47627    3.36
vardas47629    pavarde47629    4.84
vardas47631    pavarde47631    3.92
vardas47633    pavarde47633    3.88
vardas47635    pavarde47635    4.96
vardas47640    pavarde47640    3.28
vardas47644    pavarde47644       4
vardas47645    pavarde47645    4.76
vardas47650    pavarde47650    2.52
vardas47652    pavarde47652    4.96
vardas47653    pavarde47653    4.88
vardas47654    pavarde47654     3.4
vardas47664    pavarde47664    3.84
vardas47666    pavarde47666     2.8
vardas47668    pavarde47668    4.76
vardas47671    pavarde47671    3.44
vardas47673    pavarde47673    4.76
vardas47676    pavarde47676    4.64
vardas47678    pavarde47678    3.44
vardas47679    pavarde47679    2.76
vardas47682    pavarde47682    3.68
vardas47683    pavarde47683    4.48
vardas47686    pavarde47686    3.76
vardas47687    pavarde47687    3.48
vardas47689    pavarde47689    4.76
vardas47691    pavarde47691    2.88
vardas47692    pavarde47692     4.2
vardas47693    pavarde47693     2.6
vardas47695    pavarde47695    4.84
vardas47697    pavarde47697       3
vardas47701    pavarde47701    3.96
vardas47705    pavarde47705    3.28
vardas47709    pavarde47709     4.8
vardas47710    pavarde47710    4.24
vardas47711    pavarde47711    4.84
vardas47712    pavarde47712    1.88
vardas47714    pavarde47714    4.04
vardas47715    pavarde47715    4.52
vardas47717    pavarde47717    4.12
vardas47718    pavarde47718    4.84
vardas47723    pavarde47723    4.36
vardas47726    pavarde47726    2.48
vardas47728    pavarde47728       3
vardas47733    pavarde47733    3.44
